Id,Category
HW00000564,0
HW00007900,0
HW00000898,0
HW00003158,0
HW00003241,0
HW00005151,0
HW00007018,0
HW00000819,0
HW00004272,0
HW00006197,0
HW00004279,0
HW00006559,0
HW00004574,0
HW00007173,0
HW00000047,0
HW00002990,0
HW00000423,0
HW00002571,0
HW00005556,0
HW00004662,0
HW00000999,0
HW00002594,0
HW00003467,0
HW00003515,0
HW00004510,0
HW00005638,0
HW00005446,0
HW00006885,0
HW00001573,0
HW00003720,0
HW00000978,0
HW00004568,0
HW00005544,0
HW00001716,0
HW00004168,0
HW00000649,0
HW00005290,0
HW00001769,0
HW00005529,0
HW00007530,0
HW00003035,0
HW00006585,0
HW00001843,0
HW00006015,0
HW00004249,0
HW00000890,0
HW00000342,0
HW00004333,0
HW00001514,0
HW00003156,0
HW00007782,0
HW00003576,0
HW00007190,0
HW00000984,0
HW00002864,0
HW00002091,0
HW00003871,0
HW00004326,0
HW00001370,0
HW00002705,0
HW00001072,0
HW00000424,0
HW00007373,0
HW00000210,0
HW00004716,0
HW00002118,0
HW00000457,0
HW00000545,0
HW00004239,0
HW00007697,0
HW00002454,0
HW00003961,0
HW00005299,0
HW00005242,0
HW00003609,0
HW00000695,0
HW00006064,0
HW00003724,0
HW00007899,0
HW00007102,0
HW00002788,0
HW00006820,0
HW00000559,0
HW00001522,0
HW00004851,0
HW00004330,0
HW00007914,0
HW00001322,0
HW00005045,0
HW00000720,0
HW00003522,0
HW00001017,0
HW00002813,0
HW00005054,0
HW00006939,0
HW00006921,0
HW00003766,0
HW00007613,0
HW00005939,0
HW00002707,0
HW00001754,0
HW00007355,0
HW00001796,0
HW00006610,0
HW00001965,0
HW00001764,0
HW00006789,0
HW00000568,0
HW00006684,0
HW00005831,0
HW00001599,0
HW00005537,0
HW00001962,0
HW00000848,0
HW00001914,0
HW00005136,0
HW00001700,0
HW00003507,0
HW00006503,0
HW00000922,0
HW00000656,0
HW00002726,0
HW00005132,0
HW00001935,0
HW00002872,0
HW00003395,0
HW00002762,0
HW00006264,0
HW00006658,0
HW00005806,0
HW00001551,0
HW00001095,0
HW00001456,0
HW00004745,0
HW00003381,0
HW00001310,0
HW00005883,0
HW00000262,0
HW00006595,0
HW00004491,0
HW00000127,0
HW00002395,0
HW00000451,0
HW00004934,0
HW00003763,0
HW00007296,0
HW00002613,0
HW00005764,0
HW00000985,0
HW00006560,0
HW00005730,0
HW00003197,0
HW00001865,0
HW00004966,0
HW00004049,0
HW00003356,0
HW00005382,0
HW00001835,0
HW00002765,0
HW00003750,0
HW00004130,0
HW00000064,0
HW00005792,0
HW00001392,0
HW00001523,0
HW00002501,0
HW00002976,0
HW00002084,0
HW00005005,0
HW00001915,0
HW00004740,0
HW00001708,0
HW00005423,0
HW00002880,0
HW00000293,0
HW00007460,0
HW00000562,0
HW00002775,0
HW00005397,0
HW00003717,0
HW00000237,0
HW00003219,0
HW00002358,0
HW00000976,0
HW00007390,0
HW00004400,0
HW00001912,0
HW00002401,0
HW00005502,0
HW00007412,0
HW00005478,0
HW00004788,0
HW00001256,0
HW00006107,0
HW00002286,0
HW00002797,0
HW00006847,0
HW00001223,0
HW00005171,0
HW00001951,0
HW00002622,0
HW00007164,0
HW00004319,0
HW00004444,0
HW00007270,0
HW00002895,0
HW00001353,0
HW00002614,0
HW00003230,0
HW00001022,0
HW00007487,0
HW00001807,0
HW00000964,0
HW00000747,0
HW00006255,0
HW00004431,0
HW00000242,0
HW00006033,0
HW00002461,0
HW00004795,0
HW00000062,0
HW00007719,0
HW00000189,0
HW00003037,0
HW00002362,0
HW00002073,0
HW00006129,0
HW00000248,0
HW00001207,0
HW00000076,0
HW00003870,0
HW00003474,0
HW00002997,0
HW00001574,0
HW00003347,0
HW00000136,0
HW00000744,0
HW00006834,0
HW00003486,0
HW00005760,0
HW00007690,0
HW00004092,0
HW00006231,0
HW00005999,0
HW00006392,0
HW00007023,0
HW00004869,0
HW00002700,0
HW00006246,0
HW00002792,0
HW00002716,0
HW00000778,0
HW00000093,0
HW00004656,0
HW00002476,0
HW00004990,0
HW00006367,0
HW00005028,0
HW00002557,0
HW00000323,0
HW00002367,0
HW00004354,0
HW00004300,0
HW00004233,0
HW00005172,0
HW00007678,0
HW00004044,0
HW00002103,0
HW00000856,0
HW00000708,0
HW00005729,0
HW00005089,0
HW00006452,0
HW00006528,0
HW00001496,0
HW00006537,0
HW00003501,0
HW00001170,0
HW00007251,0
HW00000966,0
HW00005575,0
HW00007512,0
HW00004536,0
HW00002568,0
HW00005742,0
HW00005301,0
HW00004676,0
HW00004671,0
HW00004129,0
HW00004605,0
HW00002138,0
HW00005378,0
HW00003250,0
HW00006235,0
HW00001450,0
HW00000959,0
HW00001763,0
HW00004710,0
HW00005215,0
HW00004674,0
HW00006067,0
HW00002364,0
HW00001629,0
HW00004840,0
HW00001804,1
HW00007639,1
HW00006199,1
HW00003550,1
HW00002101,1
HW00002293,1
HW00005612,1
HW00004508,1
HW00006681,1
HW00001251,1
HW00003889,1
HW00005303,1
HW00005187,1
HW00006611,1
HW00002104,1
HW00007666,1
HW00001593,1
HW00005033,1
HW00000009,1
HW00003840,1
HW00002783,1
HW00002998,1
HW00004736,1
HW00002674,1
HW00003109,1
HW00007221,1
HW00001254,1
HW00005490,1
HW00001521,1
HW00001250,1
HW00000200,1
HW00005238,1
HW00002819,1
HW00007122,1
HW00001819,1
HW00005198,1
HW00006785,1
HW00007440,1
HW00000381,1
HW00003945,1
HW00001627,1
HW00005152,1
HW00001832,1
HW00004882,1
HW00001810,1
HW00004961,1
HW00005814,1
HW00001949,1
HW00001518,1
HW00007481,1
HW00004614,1
HW00000521,1
HW00005307,1
HW00007429,1
HW00005564,1
HW00007293,1
HW00006332,1
HW00001282,1
HW00001019,1
HW00002270,1
HW00005292,1
HW00002405,1
HW00004694,1
HW00006161,1
HW00006284,1
HW00004389,1
HW00005854,1
HW00007679,1
HW00004372,1
HW00000131,1
HW00002736,1
HW00005987,1
HW00006111,1
HW00001508,1
HW00001790,1
HW00007417,1
HW00003261,1
HW00001711,1
HW00001319,1
HW00001117,1
HW00001076,1
HW00007062,1
HW00007340,1
HW00001516,1
HW00002492,1
HW00007879,1
HW00002585,1
HW00004719,1
HW00002391,1
HW00003858,1
HW00000665,1
HW00003310,1
HW00007623,1
HW00000222,1
HW00006757,1
HW00005669,1
HW00002265,1
HW00000301,1
HW00003142,1
HW00007939,1
HW00005908,1
HW00003513,1
HW00003517,1
HW00006175,1
HW00003330,1
HW00007356,1
HW00001876,1
HW00005207,1
HW00005283,1
HW00007350,1
HW00002479,1
HW00001504,1
HW00001411,1
HW00005645,1
HW00003469,1
HW00003854,1
HW00005887,1
HW00000514,1
HW00003409,1
HW00003788,1
HW00002060,1
HW00005308,1
HW00005600,1
HW00007502,1
HW00007052,1
HW00005713,1
HW00007517,1
HW00006295,1
HW00005546,1
HW00003300,1
HW00002105,1
HW00004984,1
HW00003077,1
HW00005166,1
HW00003249,1
HW00000862,1
HW00007686,1
HW00005599,1
HW00002616,1
HW00004524,1
HW00001064,1
HW00005540,1
HW00003368,1
HW00004933,1
HW00005980,1
HW00006799,1
HW00005504,1
HW00004134,1
HW00003448,1
HW00002056,1
HW00002211,1
HW00007271,1
HW00000642,1
HW00007233,1
HW00001413,1
HW00006861,1
HW00005728,1
HW00003392,1
HW00005654,1
HW00004978,1
HW00001490,1
HW00002607,1
HW00005104,1
HW00001068,1
HW00007578,1
HW00005823,1
HW00005819,1
HW00006531,1
HW00001229,1
HW00001210,1
HW00001512,1
HW00004897,1
HW00002387,1
HW00005797,1
HW00000874,1
HW00000102,1
HW00002926,1
HW00002947,1
HW00006119,1
HW00000544,1
HW00007266,1
HW00001153,1
HW00001287,1
HW00001950,1
HW00002663,1
HW00001361,1
HW00001906,1
HW00003844,1
HW00001052,1
HW00004413,1
HW00000523,1
HW00003595,1
HW00007830,1
HW00001158,1
HW00005636,1
HW00000928,1
HW00001002,1
HW00001713,1
HW00003987,1
HW00002300,1
HW00000994,1
HW00006117,1
HW00007606,1
HW00000350,1
HW00004512,1
HW00002017,1
HW00007136,1
HW00006925,1
HW00003286,1
HW00002064,1
HW00007537,1
HW00001050,1
HW00005311,1
HW00000467,1
HW00004081,1
HW00004729,1
HW00001045,1
HW00002072,1
HW00002720,1
HW00006468,1
HW00003759,1
HW00002209,1
HW00002525,1
HW00002117,1
HW00000589,1
HW00006819,1
HW00006276,1
HW00001497,1
HW00007729,1
HW00006302,1
HW00004036,1
HW00000863,1
HW00004099,1
HW00007867,1
HW00003257,1
HW00007573,1
HW00002911,1
HW00005114,1
HW00002190,1
HW00004034,1
HW00003174,1
HW00004800,1
HW00006758,1
HW00005772,1
HW00000182,1
HW00000872,1
HW00004809,1
HW00001217,1
HW00001501,1
HW00001526,1
HW00000824,1
HW00001684,1
HW00002638,1
HW00007493,1
HW00005653,1
HW00006350,1
HW00003537,1
HW00007595,1
HW00002140,1
HW00003183,1
HW00000638,1
HW00004360,1
HW00006826,1
HW00002158,1
HW00006166,1
HW00006555,1
HW00000179,1
HW00004422,1
HW00005640,1
HW00005649,1
HW00003285,1
HW00005551,1
HW00003861,1
HW00001905,1
HW00003391,1
HW00000584,1
HW00005790,1
HW00003927,1
HW00002752,1
HW00004437,1
HW00007859,1
HW00000068,1
HW00005688,1
HW00000798,1
HW00002135,1
HW00001572,1
HW00002774,1
HW00002681,1
HW00000122,1
HW00001740,1
HW00003421,1
HW00003838,1
HW00001990,1
HW00003651,1
HW00004040,1
HW00006995,1
HW00004627,1
HW00001817,1
HW00000364,1
HW00002412,1
HW00002986,1
HW00000229,1
HW00000145,1
HW00001349,1
HW00001530,1
HW00006888,1
HW00000252,1
HW00001376,1
HW00003084,1
HW00003914,1
HW00007065,1
HW00006204,1
HW00005996,1
HW00003481,1
HW00005963,1
HW00006374,1
HW00005277,1
HW00006712,1
HW00004557,1
HW00005274,1
HW00001517,1
HW00003491,1
HW00000275,1
HW00002436,1
HW00001400,1
HW00003048,1
HW00003306,1
HW00005918,1
HW00006311,1
HW00003641,1
HW00001143,1
HW00005451,1
HW00000774,1
HW00007398,1
HW00004598,1
HW00004887,1
HW00005113,1
HW00006850,1
HW00002862,1
HW00003808,1
HW00005952,1
HW00007435,1
HW00005373,1
HW00006433,1
HW00006640,1
HW00001682,1
HW00001284,1
HW00004426,1
HW00003281,1
HW00002321,1
HW00007603,1
HW00001080,1
HW00001280,1
HW00001621,1
HW00003348,1
HW00006924,1
HW00000694,1
HW00000372,1
HW00003623,1
HW00006444,1
HW00003243,1
HW00006588,1
HW00000868,1
HW00005935,1
HW00002010,1
HW00000152,1
HW00002551,1
HW00005530,1
HW00001104,1
HW00000487,1
HW00002271,1
HW00000269,1
HW00007740,1
HW00002577,1
HW00002224,1
HW00004841,1
HW00001601,1
HW00006914,1
HW00004906,1
HW00006730,1
HW00007462,1
HW00005425,1
HW00004062,1
HW00001246,1
HW00004107,1
HW00000399,1
HW00004188,1
HW00003377,1
HW00007577,1
HW00006348,1
HW00007861,1
HW00007329,1
HW00007278,1
HW00002633,1
HW00003591,1
HW00000509,1
HW00006147,1
HW00002608,1
HW00004981,1
HW00006239,1
HW00004858,1
HW00005921,1
HW00007477,1
HW00005685,1
HW00005209,1
HW00002630,1
HW00003437,1
HW00003819,1
HW00001494,1
HW00000366,1
HW00000082,1
HW00003519,1
HW00003612,1
HW00005353,1
HW00004561,1
HW00000753,1
HW00004615,1
HW00006104,1
HW00005286,1
HW00004603,1
HW00006698,1
HW00002684,1
HW00005543,1
HW00005203,1
HW00007610,1
HW00002186,1
HW00000485,1
HW00005247,1
HW00000380,1
HW00006578,1
HW00003430,1
HW00005199,1
HW00000888,1
HW00007657,1
HW00006874,1
HW00003443,1
HW00005011,1
HW00003644,1
HW00007253,1
HW00001725,1
HW00005596,1
HW00006607,1
HW00000445,1
HW00005912,1
HW00000861,1
HW00002618,1
HW00006112,1
HW00007871,1
HW00000044,1
HW00003587,1
HW00006331,1
HW00002309,1
HW00005344,1
HW00003662,1
HW00004563,1
HW00000234,1
HW00006297,1
HW00001510,1
HW00006796,1
HW00002914,1
HW00005714,1
HW00004778,1
HW00003790,1
HW00000141,1
HW00002546,1
HW00004859,1
HW00003145,1
HW00003094,1
HW00001545,1
HW00005134,1
HW00005741,1
HW00003236,1
HW00005830,1
HW00002959,1
HW00007106,1
HW00007887,1
HW00005086,1
HW00003582,1
HW00001360,1
HW00003748,1
HW00003371,1
HW00004849,1
HW00004734,1
HW00007181,1
HW00007252,1
HW00000772,1
HW00004748,1
HW00006238,1
HW00003367,1
HW00004145,1
HW00003725,1
HW00003941,1
HW00004482,1
HW00007457,1
HW00003708,1
HW00002522,1
HW00004268,1
HW00007126,1
HW00007753,1
HW00000137,1
HW00000775,1
HW00007693,1
HW00007485,1
HW00000625,1
HW00006950,1
HW00006917,1
HW00006268,1
HW00001783,1
HW00001719,1
HW00000830,1
HW00007154,1
HW00001707,1
HW00006363,1
HW00004649,1
HW00002528,1
HW00007408,1
HW00004205,1
HW00002793,1
HW00004659,1
HW00001304,1
HW00001995,1
HW00003292,1
HW00001760,1
HW00002769,1
HW00005821,1
HW00007016,1
HW00007544,1
HW00005522,1
HW00004629,1
HW00002037,1
HW00005884,1
HW00006674,1
HW00004176,1
HW00002174,1
HW00003472,1
HW00007612,1
HW00001550,1
HW00001957,1
HW00006824,1
HW00000149,1
HW00006832,1
HW00004988,1
HW00002194,1
HW00000840,1
HW00002785,1
HW00001567,1
